"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","JAN_LANDED_WEIGHT_MTONS","JAN_LANDED_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_LANDED_WEIGHT_MTONS","FEB_LANDED_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_LANDED_WEIGHT_MTONS","MAR_LANDED_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_LANDED_WEIGHT_MTONS","APR_LANDED_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_LANDED_WEIGHT_MTONS","MAY_LANDED_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_LANDED_WEIGHT_MTONS","JUN_LANDED_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_LANDED_WEIGHT_MTONS","JUL_LANDED_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_LANDED_WEIGHT_MTONS","AUG_LANDED_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_LANDED_WEIGHT_MTONS","SEP_LANDED_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_LANDED_WEIGHT_MTONS","OCT_LANDED_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","NOV_LANDED_WEIGHT_MTONS","NOV_LANDED_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_LANDED_WEIGHT_MTONS","DEC_LANDED_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1990","W","GRND","FLAT","SAND SOLE","SSOL",4.8,.7,7408,"",3.5,.72,5593,"",7.8,.7,12133,"",3.2,.74,5148,"",9.1,.73,14641,"",12.3,.75,20254,"",11.9,.75,19640,"",4.1,.75,6811,"",4.3,.75,7106,"",.4,.75,611,"",.9,.65,1318,"",1.6,.72,2608,"",63.9,,103271,""
"1990","W","GRND","FLAT","STARRY FLOUNDER","STRY",55.8,.29,35346,"",27.5,.29,17591,"",46.2,.27,27090,"",15.3,.25,8432,"",46,.26,26774,"",49.7,.27,29797,"",99.4,.28,61327,"",19.6,.28,12055,"",19.5,.27,11576,"",3.9,.28,2409,"",.6,.28,370,"",37.9,.28,23626,"",421.4,,256393,""
"1990","W","GRND","FLAT","UNSP. SANDDABS","UDAB",,,,"*",,,,"*",,,,"*",.9,.25,510,"",8.5,.26,4867,"",3.2,.26,1845,"",2.3,.27,1333,"",,,,"*",1,.26,556,"",,,,"*",,,,"*",,,,"*",15.9,,9111,"*"
"1990","W","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"",,,,"",,,,"*",,,,"*",,,,"*",.6,.3,416,"",,,,"",,,,"*",1.4,.31,969,"",,,,"*",,,,"*",,,,"",2,,1385,"*"
"1990","W","GRND","MGRN","SPINY DOGFISH","DSRK",121.5,.15,39512,"",93,.16,31841,"",141,.15,46590,"",111.7,.16,38748,"",120.5,.13,35409,"",80.9,.15,26821,"",84.1,.13,23339,"",62.5,.14,19327,"",85.6,.15,27691,"",166.7,.14,51598,"",189.2,.14,57215,"",131.9,.14,40867,"",1388.6,,438958,""
"1990","W","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"*",,,,"*",,,,"",,,,"",,,,"",.2,1.02,496,"",.2,.92,359,"",,,,"*",,,,"*",,,,"",,,,"",,,,"*",.4,,855,"*"
"1990","W","GRND","MGRN","UNSP. SKATE","USKT",4.1,.17,1557,"",4.1,.17,1520,"",8.3,.17,3050,"",4.9,.17,1813,"",3.3,.18,1295,"",2.7,.18,1054,"",3.1,.18,1206,"",2.1,.18,836,"",2.5,.18,992,"",1.8,.17,684,"",2.7,.18,1069,"",1.5,.14,461,"",41.1,,15537,""
"1990","W","GRND","ROCK","AURORA ROCKFISH","ARRA",,,,"",,,,"",1.4,.26,841,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.4,,841,""
"1990","W","GRND","ROCK","BOCACCIO","BCAC",9.8,.26,5571,"",27.3,.25,15322,"",21.1,.26,12273,"",22.9,.27,13589,"",17.4,.28,10544,"",61.8,.28,37496,"",13,.27,7619,"",40.9,.26,23783,"",43,.27,26019,"",9.6,.29,6102,"",,,,"",,,,"",266.8,,158318,""
"1990","W","GRND","ROCK","BLACK ROCKFISH","BLCK",,,,"",,,,"",.2,.26,89,"",,,,"",10.6,.27,6280,"",.9,.26,508,"",4.3,.27,2602,"",.2,.26,99,"",,,,"",3.6,.29,2255,"",,,,"",,,,"",19.8,,11833,""
"1990","W","GRND","ROCK","CANARY ROCKFISH","CNRY",28.7,.26,16284,"",53,.25,29758,"",146.6,.26,85042,"",94.6,.27,56295,"",136.7,.28,82876,"",116.8,.27,70659,"",97,.27,56978,"",105,.26,61083,"",189.2,.27,114602,"",116.9,.29,74689,"",2,.28,1281,"",.1,.29,55,"",1086.6,,649602,""
"1990","W","GRND","ROCK","COPPER ROCKFISH","COPP",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,.27,17,"",,,,"",,,,"",,,,"",,,,"",0,,17,""
"1990","W","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",2,.26,1163,"",.3,.26,194,"",2.9,.26,1675,"",2.2,.26,1291,"",.1,.27,59,"",1.9,.27,1157,"",2.7,.27,1580,"",.9,.27,513,"",1,.28,611,"",2.2,.28,1413,"",,,,"",,,,"",16.2,,9656,""
"1990","W","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",1.3,.26,744,"",1.2,.26,698,"",1,.26,571,"",.1,.26,30,"",.3,.27,151,"",2.2,.27,1329,"",3.9,.27,2310,"",2,.27,1159,"",1,.28,635,"",1.1,.29,685,"",,,,"",,,,"",14.1,,8312,""
"1990","W","GRND","ROCK","OTHER ROCKFISH","ORCK",,,,"",.3,.31,178,"",3.5,.41,3213,"",4,.41,3606,"",9.8,.43,9314,"",29.7,.39,25232,"",17.4,.46,17536,"",14,.37,11322,"",7.6,.31,5257,"",1.5,.41,1389,"",,,,"*",64.2,.3,42105,"",152,,119152,"*"
"1990","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",20.4,.26,11707,"",11.5,.26,6602,"",50.5,.26,29400,"",31.1,.27,18387,"",34.5,.27,20601,"",28.3,.27,16828,"",43.5,.27,25717,"",50,.27,29545,"",60.8,.27,36039,"",35.5,.29,22661,"",24.3,.29,15321,"",,,,"",390.4,,232808,""
"1990","W","GRND","ROCK","QUILLBACK ROCKFISH","QLBK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.4,.27,819,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.4,,819,""
"1990","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",.9,.26,537,"",,,,"",.3,.26,169,"",.5,.27,290,"",3.1,.28,1902,"",1.4,.26,791,"",4.1,.27,2433,"",1.6,.26,910,"",.3,.28,160,"",2.2,.29,1424,"",,,,"",,,,"",14.4,,8616,""
"1990","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",16.4,.26,9372,"",16.5,.25,9246,"",26.7,.26,15487,"",19.5,.27,11482,"",.8,.27,487,"",2.6,.27,1602,"",2.2,.27,1317,"",5.1,.26,2953,"",1.4,.27,847,"",4.9,.29,3144,"",4.3,.29,2729,"",,,,"",100.4,,58666,""
"1990","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",,,,"",2.1,.25,1175,"",1.1,.26,649,"",2.2,.27,1283,"",3.8,.28,2295,"",.2,.26,97,"",,,,"",.4,.27,215,"",.4,.28,217,"",.1,.29,84,"",,,,"",,,,"",10.3,,6015,""
"1990","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",,,,"",,,,"",,,,"",,,,"",,,,"",.4,.27,229,"",2.9,.27,1754,"",.7,.27,430,"",.1,.28,66,"",,,,"",,,,"",,,,"",4.1,,2479,""
"1990","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",1.7,.26,997,"",15.9,.25,8954,"",25.7,.26,14906,"",.6,.27,366,"",6,.27,3595,"",7.5,.27,4508,"",5.5,.27,3261,"",5.9,.27,3488,"",3.1,.27,1859,"",2.2,.29,1415,"",4.7,.29,2988,"",,,,"",78.8,,46337,""
"1990","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",7.2,.26,4097,"",1.5,.26,871,"",67.3,.26,39085,"",33.5,.27,19834,"",30.3,.27,18351,"",13.3,.28,8104,"",11.7,.27,6843,"",13.9,.26,8092,"",24.5,.27,14814,"",4.5,.29,2840,"",.2,.28,114,"",,,,"",207.9,,123045,""
"1990","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",.8,.26,481,"",,,,"",2.1,.26,1189,"",.8,.27,448,"",,,,"",1.8,.26,1069,"",.2,.27,123,"",.8,.26,449,"",,,,"",.1,.29,61,"",.6,.28,361,"",,,,"",7.2,,4181,""
"1990","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",.4,.26,253,"",,,,"",10.7,.26,6213,"",2.7,.26,1568,"",1.5,.28,933,"",.2,.26,133,"",1,.27,605,"",,,,"",.3,.28,212,"",.4,.29,254,"",,,,"",,,,"",17.2,,10171,""
"1990","W","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",,,,"",.8,.47,883,"",5.6,.59,7324,"",5,.54,5961,"",4.3,.68,6492,"",7.2,.62,9711,"",.8,.7,1306,"",.8,.74,1346,"",.6,.69,846,"",.3,.63,451,"",.7,.6,878,"",5.1,.46,5168,"",31.2,,40366,""
"1990","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",3.3,.26,1885,"",4.5,.25,2542,"",16.3,.26,9431,"",7.6,.26,4453,"",3.6,.27,2172,"",1.2,.27,737,"",19.5,.27,11779,"",45.4,.27,27293,"",13.9,.28,8471,"",3.1,.29,1986,"",6,.29,3798,"",,,,"",124.4,,74547,""
"1990","W","GRND","ROCK","UNSP. POP GROUP","UPOP",,,,"",5,.25,2765,"",,,,"",3.6,.26,2049,"",,,,"",,,,"*",4.9,.27,2897,"",,,,"*",.1,.27,57,"",,,,"*",,,,"",30.5,.29,19677,"",44.1,,27445,"*"
"1990","W","GRND","ROCK","UNSP. ROCKFISH","URCK",15.9,.74,26056,"",15.4,.84,28646,"",17.2,.71,27099,"",42.4,.43,39796,"",120.1,.35,92326,"",97.7,.38,82839,"",124.2,.33,89208,"",85.8,.36,68361,"",47.6,.49,51139,"",10.5,.35,8140,"",1.3,.64,1883,"",3.5,.6,4630,"",581.6,,520123,""
"1990","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",204.9,.26,116355,"",185.5,.26,106399,"",272.3,.26,158169,"",104.5,.27,61679,"",61.7,.27,36584,"",51.2,.27,30529,"",235,.27,139555,"",261.3,.26,152631,"",323.6,.28,198240,"",160.3,.29,101040,"",245.5,.28,153539,"",69.6,.29,44788,"",2175.4,,1299508,""
"1990","W","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"",,,,"*",,,,"",0,.33,6,"",,,,"*",,,,"*",,,,"*",,,,"*",.2,.25,115,"",,,,"",,,,"",56.1,.26,32712,"",56.3,,32833,"*"
"1990","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",0,.26,27,"",.6,.25,338,"",7.9,.26,4575,"",1.6,.27,941,"",.5,.27,329,"",3.6,.27,2132,"",2.3,.27,1382,"",.6,.27,331,"",1.3,.28,763,"",.1,.29,61,"",.3,.29,164,"",,,,"",18.8,,11043,""
"1990","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1,.27,588,"",,,,"",,,,"",,,,"",.4,.28,238,"",,,,"",1.4,,826,""
"1990","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",,,,"",,,,"",,,,"*",9.1,.26,5306,"",8.8,.32,6180,"",15.5,.29,10101,"",22.2,.29,14325,"",15.2,.28,9437,"",9,.27,5451,"",1.9,.28,1198,"",,,,"*",10.2,.3,6661,"",91.9,,58659,"*"
"1990","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",112.6,.26,63907,"",146.6,.26,82948,"",224.8,.26,130519,"",154,.27,91765,"",316.2,.27,191332,"",171,.27,101956,"",201.8,.27,119188,"",74.7,.26,43569,"",74.4,.28,45286,"",41.4,.29,26265,"",33.9,.28,21184,"",2.1,.29,1354,"",1553.5,,919273,""
"1990","W","GRND","ROND","LINGCOD","LCOD",13.7,.34,10195,"",4.1,.45,4043,"",27.6,.45,27569,"",71,.43,66615,"",73.7,.37,60627,"",119.8,.31,81999,"",92.7,.4,80718,"",176.8,.33,129587,"",240.3,.36,190046,"",57.3,.33,42203,"",24,.3,15932,"",22.9,.32,16305,"",923.9,,725839,""
"1990","W","GRND","ROND","PACIFIC COD","PCOD",21.3,.28,13331,"",41.3,.3,27206,"",85.2,.3,55572,"",104.5,.3,69392,"",111.8,.3,73308,"",103.2,.28,62897,"",113.4,.27,67167,"",137.4,.27,82140,"",159,.28,97339,"",34.6,.3,23115,"",34.7,.3,22813,"",18.2,.3,11891,"",964.6,,606171,""
"1990","W","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*",.3,.23,149,"",,,,"*",,,,"*",.5,.15,164,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",.8,,313,"*"
"1990","W","GRND","ROND","PACIFIC WHITING","PWHT",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",88.6,.07,13887,"",78.8,.07,12923,"",,,,"*",,,,"*",167.4,,26810,"*"
"1990","W","GRND","ROND","SABLEFISH","SABL",21.4,.27,12673,"",64.3,.92,130820,"",152.8,1.19,401020,"",111.3,1.13,277939,"",180.7,1.15,460004,"",288,1.09,694385,"",82.3,.87,157700,"",79.3,.8,139147,"",76.7,.61,102518,"",30.3,1.02,68148,"",34.7,1.33,101563,"",40.8,1.2,107467,"",1162.6,,2653384,""
"1990","W","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",0,,0,"*"
"1990","W","HMSP","TUNA","ALBACORE","ALBC",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",446.5,.81,799662,"",60.8,.82,110003,"",,,,"",,,,"",,,,"*",507.3,,909665,"*"
"1990","W","OTHR","....","EULACHON","EULC",100.8,.16,35825,"",1127,.08,208016,"",34.7,.08,6440,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1262.5,,250281,""
"1990","W","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"",,,,"",,,,"*",.1,.19,35,"",.3,.41,246,"",.4,.38,353,"",.2,.33,122,"",.2,.41,188,"",.1,.38,92,"",,,,"*",,,,"*",,,,"",1.3,,1036,"*"
"1990","W","OTHR","....","MISC. FISH","MSC2",.7,.59,968,"",.9,.55,1098,"",9.9,.53,11493,"",13.2,.51,14810,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",.6,.65,925,"",25.3,,29294,"*"
"1990","W","OTHR","....","UNSP. OCTOPUS","OCTP",1.8,.81,3196,"",2.4,.89,4780,"",3,.77,5018,"",4.2,.89,8338,"",4.5,.86,8415,"",3.4,.71,5314,"",1.7,.75,2796,"",3,.79,5149,"",2.5,.79,4331,"",2.1,.91,4174,"",1.7,.88,3299,"",1,.94,2027,"",31.3,,56837,""
"1990","W","OTHR","....","PACIFIC HALIBUT","PHLB",,,,"*",,,,"",55.1,3.11,378501,"",,,,"*",,,,"*",,,,"",57.4,2.77,350133,"",4.8,2.48,26140,"",3.1,2.63,17893,"",,,,"",,,,"",,,,"",120.4,,772667,"*"
"1990","W","OTHR","....","PACIFIC HERRING","PHRG",6.3,.63,8745,"",.4,1.99,1962,"",10.3,.7,15856,"",15.5,.47,16154,"",59.2,.43,56289,"",101.8,.43,96455,"",135.1,.47,140735,"",182.1,.42,168287,"",167.5,.4,149572,"",33.4,.45,33263,"",1.1,2.02,4953,"",9.3,.43,8872,"",722,,701143,""
"1990","W","OTHR","....","UNSP. SCULPIN","SCLP",,,,"*",,,,"*",,,,"*",.3,.27,178,"",.4,.35,317,"",.1,.61,73,"",.2,.46,213,"",,,,"*",0,.66,63,"",,,,"*",,,,"*",,,,"",1,,844,"*"
"1990","W","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,.13,3,"",,,,"",,,,"",,,,"",,,,"",0,,3,"*"
"1990","W","OTHR","....","UNSP. SMELT","SMLT",,,,"",,,,"",,,,"",,,,"*",,,,"*",4.4,.26,2534,"",13.3,.22,6374,"",3.1,.28,1921,"",1.3,.36,1012,"",4.3,.3,2849,"",,,,"*",,,,"",26.4,,14690,"*"
"1990","W","OTHR","....","UNSP. SQUID","SQID",,,,"*",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"1990","W","OTHR","....","UNSP. HAGFISH","UHAG",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,,0,"*"
"1990","W","OTHR","....","UNSP. SHARK","USRK",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","W","OTHR","ECHN","OTHER SEA URCHINS","OURC",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",16.9,.55,20580,"",26.1,.62,35333,"",34.7,.64,48938,"",77.7,,104851,"*"
"1990","W","OTHR","ECHN","RED SEA URCHIN","RURC",121.1,.37,99497,"",167.5,.43,157345,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",402.9,.41,368186,"",614,.38,521159,"",414.1,.48,435553,"",1719.6,,1581740,"*"
"1990","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",,,,"*",,,,"*",,,,"*",,,,"*",419.6,.52,484598,"",187.5,.63,261961,"",173,.64,242527,"",125.1,.69,189432,"",89.9,.69,136623,"",8,.74,12890,"",,,,"",,,,"",1003.1,,1328031,"*"
"1990","W","OTHR","STRG","GREEN STURGEON","GSTG",,,,"*",,,,"*",,,,"*",.1,.68,113,"",.1,.54,146,"",.5,.86,906,"",12.1,.74,19798,"",6.3,.88,12265,"",31.7,.83,58082,"",1.8,.82,3337,"",,,,"*",,,,"",52.6,,94647,"*"
"1990","W","OTHR","STRG","WHITE STURGEON","WSTG",1.1,1.97,4809,"",8.4,2.09,38913,"",6.9,2.2,33463,"",.8,2.13,3809,"",.3,1.67,1206,"",.1,1.84,274,"",.2,1.55,732,"",20.5,2.13,96044,"",22.1,2.04,99450,"",7.6,2.07,34791,"",3.6,2,16061,"",,,,"*",71.6,,329552,"*"
"1990","W","SAMN","....","CHINOOK SALMON","CHNK",26.1,1.89,108685,"",43.7,3.21,309196,"",32.1,2.85,201279,"",69,2.85,433238,"",162.3,2.45,876329,"",71.9,2.66,421885,"",101.6,1.97,441247,"",1024.7,1.4,3164566,"",1032.5,1.09,2473703,"",332,1.07,786763,"",32.9,1.71,124386,"",27.2,2.17,130518,"",2956,,9471795,""
"1990","W","SAMN","....","CHUM SALMON","CHUM",121.8,.57,153328,"",2.8,.57,3563,"",,,,"",,,,"",,,,"",0,1.29,45,"",.1,.88,138,"",.9,.62,1180,"",113.6,.75,188313,"",2626.3,.84,4867014,"",2213.4,.8,3910734,"",346.2,.45,346097,"",5425.1,,9470412,""
"1990","W","SAMN","....","COHO SALMON","COHO",.8,.63,1156,"",0,.87,27,"",0,1.47,22,"",,,,"",,,,"*",.5,1.3,1507,"",57.7,1.1,139738,"",359.4,1.38,1094084,"",1802.1,1.29,5122879,"",1625,1.35,4819361,"",66,1.17,169669,"",3,.6,4014,"",3914.5,,11352457,"*"
"1990","W","SAMN","....","PINK SALMON","PINK",,,,"",,,,"",,,,"",,,,"",.2,.78,270,"",,,,"*",.1,.35,73,"",.3,.38,273,"",0,.32,17,"",,,,"*",,,,"*",,,,"",.6,,633,"*"
"1990","W","SAMN","....","SOCKEYE SALMON","SOCK",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",9.2,1.51,30791,"",53.3,1.51,177207,"",4385.3,1.75,16953807,"",1156.1,1.85,4712171,"",14.2,.71,22320,"",,,,"*",,,,"*",5618.1,,21896296,"*"
"1990","W","SAMN","....","STEELHEAD","STLH",68.9,1.4,212567,"",32.4,1.63,116227,"",20.7,1.56,70973,"",8.9,1.6,31276,"",3.5,.92,7049,"",2.1,1.29,5908,"",1.9,1.13,4738,"",11.1,.81,19930,"",66.3,.9,131502,"",5.4,1.03,12253,"",6.4,1.66,23288,"",48.3,1.26,133798,"",275.9,,769509,""
"1990","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
