"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","JAN_LANDED_WEIGHT_MTONS","JAN_LANDED_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_LANDED_WEIGHT_MTONS","FEB_LANDED_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_LANDED_WEIGHT_MTONS","MAR_LANDED_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_LANDED_WEIGHT_MTONS","APR_LANDED_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_LANDED_WEIGHT_MTONS","MAY_LANDED_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_LANDED_WEIGHT_MTONS","JUN_LANDED_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_LANDED_WEIGHT_MTONS","JUL_LANDED_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_LANDED_WEIGHT_MTONS","AUG_LANDED_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_LANDED_WEIGHT_MTONS","SEP_LANDED_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_LANDED_WEIGHT_MTONS","OCT_LANDED_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","NOV_LANDED_WEIGHT_MTONS","NOV_LANDED_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_LANDED_WEIGHT_MTONS","DEC_LANDED_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1990","O","GRND","MGRN","UNSP. SKATE","USKT",,,,"*",.2,.31,165,"",,,,"*",,,,"",,,,"*",,,,"*",.1,.16,35,"",.2,.33,146,"",.1,.27,69,"",,,,"*",,,,"*",,,,"",.6,,415,"*"
"1990","O","GRND","ROCK","AURORA ROCKFISH","ARRA",2.4,.27,1433,"",1.8,.26,1060,"",3.9,.28,2349,"",4.2,.25,2272,"",3,.25,1642,"",3.7,.25,2066,"",2.4,.27,1422,"",2.7,.27,1589,"",3.4,.27,2017,"",4.7,.28,2900,"",3,.29,1898,"",3.1,.28,1878,"",38.3,,22526,""
"1990","O","GRND","ROCK","BANK ROCKFISH","BANK",.3,.26,160,"",.3,.26,156,"",.6,.26,368,"",0,.24,3,"",0,.24,13,"",0,.24,11,"",.5,.26,282,"",.5,.26,272,"",1.2,.27,727,"",1.4,.29,891,"",1.6,.29,1014,"",1,.29,619,"",7.4,,4516,""
"1990","O","GRND","ROCK","BOCACCIO","BCAC",11,.26,6401,"",7.2,.26,4157,"",16.2,.27,9472,"",9.5,.27,5666,"",9.2,.27,5481,"",14.8,.27,8829,"",10.9,.27,6519,"",15.6,.27,9305,"",40,.27,23787,"",24,.29,15200,"",22.2,.29,14173,"",13.6,.29,8694,"",194.2,,117684,""
"1990","O","GRND","ROCK","BLACK ROCKFISH","BLCK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",7.4,.27,4413,"",8.6,.27,5160,"",7.6,.27,4530,"",.1,.29,78,"",.1,.29,66,"",0,.29,25,"",23.8,,14272,""
"1990","O","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",.3,.26,160,"",.4,.27,207,"",.6,.27,333,"",0,.22,2,"",0,.24,7,"",0,.25,6,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.3,,715,""
"1990","O","GRND","ROCK","CHILIPEPPER ROCKFISH","CLPR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,.28,13,"",0,.26,14,"",.1,.27,86,"",.6,.26,338,"",.8,.27,462,"",.8,.26,437,"",2.3,,1350,""
"1990","O","GRND","ROCK","CANARY ROCKFISH","CNRY",40.8,.26,23738,"",30.5,.26,17748,"",64,.28,39137,"",69.4,.29,44357,"",91.3,.29,58223,"",93,.27,55491,"",68.1,.27,40484,"",99.7,.27,59339,"",197.6,.27,117707,"",125.1,.29,79434,"",103.8,.3,68152,"",50.5,.29,32393,"",1033.8,,636203,""
"1990","O","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",82.9,.26,47166,"",82.8,.26,47413,"",183.6,.26,106391,"",48.4,.26,27227,"",52.8,.26,30081,"",60,.26,34509,"",31.2,.26,18089,"",44.5,.27,26113,"",58.5,.27,34466,"",39.2,.28,24284,"",41.7,.28,25977,"",38.7,.28,24132,"",764.3,,445848,""
"1990","O","GRND","ROCK","GREENSPOTTED ROCKFISH","GSPT",2.1,.26,1192,"",.6,.25,353,"",1.7,.25,928,"",.2,.27,147,"",.4,.27,223,"",.1,.27,63,"",.1,.25,70,"",.1,.25,71,"",.3,.25,165,"",.1,.27,33,"",.2,.27,89,"",.1,.26,70,"",6,,3404,""
"1990","O","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",6.6,.24,3498,"",6.1,.24,3139,"",8.3,.23,4184,"",2.1,.25,1146,"",3.7,.25,2054,"",2.7,.25,1487,"",3,.25,1678,"",4.6,.24,2488,"",4.9,.25,2715,"",1.8,.27,1080,"",2.3,.28,1393,"",2.6,.27,1559,"",48.7,,26421,""
"1990","O","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",212.5,.37,172658,"",242.9,.37,199226,"",353.7,.37,290902,"",78.4,.39,66789,"",151.4,.39,128536,"",76.6,.39,65238,"",218.3,.39,185438,"",289.1,.39,245744,"",240.2,.4,211182,"",133.1,.42,123647,"",135.3,.42,126446,"",92.7,.42,86501,"",2224.2,,1902307,""
"1990","O","GRND","ROCK","OTHER ROCKFISH","ORCK",.1,.27,31,"",.1,.26,38,"",.2,.27,110,"",.3,.27,155,"",.1,.27,89,"",.4,.27,253,"",.1,.27,32,"",.1,.27,56,"",.4,.27,257,"",.1,.29,90,"",.1,.29,77,"",.1,.29,83,"",2.1,,1271,""
"1990","O","GRND","ROCK","PYGMY ROCKFISH","PGMY",,,,"",,,,"",,,,"",0,.26,13,"",0,.25,15,"",0,.25,14,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,42,""
"1990","O","GRND","ROCK","PACIFIC OCEAN PERCH","POP",49.2,.26,28568,"",43,.26,25065,"",81.2,.27,47562,"",32.6,.27,19106,"",40.2,.26,23459,"",47.5,.27,27771,"",46.8,.27,27384,"",61.2,.27,35873,"",75.8,.27,44336,"",33.5,.28,20989,"",23.9,.29,15276,"",26.7,.29,17086,"",561.6,,332475,""
"1990","O","GRND","ROCK","GEN. SHELF/SLOPE RF","POP1",4.7,.21,2214,"",.8,.24,438,"",2.9,.24,1526,"",3,.23,1563,"",.7,.23,336,"",5,.3,3294,"",2.1,.23,1052,"",4.4,.21,2064,"",7.9,.23,4069,"",.8,.24,414,"",,,,"*",0,.27,8,"",32.3,,16978,"*"
"1990","O","GRND","ROCK","NOM. POP","POP2",.5,.26,286,"",2.3,.27,1401,"",.9,.27,573,"",,,,"",,,,"*",,,,"",,,,"*",.7,.27,384,"",.8,.27,478,"",,,,"*",,,,"",,,,"",5.2,,3122,"*"
"1990","O","GRND","ROCK","REDBANDED ROCKFISH","RDBD",1.9,.26,1070,"",1.7,.26,954,"",2.5,.26,1428,"",.5,.26,313,"",1.7,.26,996,"",1.2,.26,700,"",2.8,.26,1620,"",3.6,.26,2111,"",5.2,.27,3046,"",3.2,.29,1993,"",3.4,.29,2134,"",2.7,.29,1689,"",30.4,,18054,""
"1990","O","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",31.1,.24,16789,"",34.2,.24,18216,"",57.2,.24,30428,"",11.1,.25,6187,"",21.7,.25,12006,"",19.7,.25,11026,"",27.8,.25,15036,"",43.2,.24,22923,"",36.8,.24,19832,"",4.2,.27,2457,"",4.5,.27,2670,"",4.8,.27,2835,"",296.3,,160405,""
"1990","O","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",26.2,.27,15422,"",20.2,.27,11815,"",33.2,.27,19814,"",2.7,.27,1592,"",7.6,.27,4512,"",5.6,.27,3361,"",7.9,.27,4684,"",9.5,.27,5684,"",15.1,.27,8999,"",10.3,.29,6536,"",7.6,.29,4852,"",7.8,.29,5007,"",153.7,,92278,""
"1990","O","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",.7,.25,409,"",.6,.24,347,"",.8,.24,428,"",.4,.25,228,"",.5,.26,262,"",.4,.26,234,"",.3,.28,191,"",.4,.29,249,"",.6,.28,356,"",.2,.27,95,"",.2,.27,124,"",.2,.27,100,"",5.3,,3023,""
"1990","O","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",.1,.25,30,"",0,.26,27,"",.1,.25,28,"",0,.23,1,"",0,.24,2,"",0,.27,3,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.2,,91,""
"1990","O","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",10.5,.25,5849,"",10,.25,5496,"",19.7,.25,10846,"",4.3,.25,2371,"",4.9,.25,2676,"",4.1,.26,2334,"",7.2,.25,3934,"",10.6,.24,5700,"",12.9,.25,7115,"",7.5,.27,4429,"",7.2,.27,4290,"",7.8,.27,4563,"",106.7,,59603,""
"1990","O","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",11.9,.26,6918,"",10.2,.26,5937,"",18.4,.27,10766,"",8.5,.27,5055,"",8.1,.27,4833,"",10.8,.27,6469,"",8.6,.27,5154,"",10.6,.27,6349,"",14.2,.27,8422,"",4.6,.29,2917,"",5.2,.29,3304,"",4.8,.29,3065,"",115.9,,69189,""
"1990","O","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",10.1,.26,5768,"",6.2,.26,3514,"",10.8,.26,6155,"",6.5,.26,3734,"",9.4,.26,5291,"",9.8,.26,5551,"",11.9,.25,6635,"",15.3,.26,8578,"",21,.26,11983,"",23.3,.28,14585,"",14.8,.28,9263,"",13,.28,8136,"",152.1,,89193,""
"1990","O","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",6.8,.26,3968,"",6.6,.27,3874,"",9.6,.27,5631,"",9.6,.27,5690,"",14.2,.27,8431,"",13.9,.27,8306,"",10.9,.27,6480,"",14,.27,8370,"",12,.27,7165,"",3.4,.29,2156,"",2.9,.29,1838,"",2.4,.29,1570,"",106.3,,63479,""
"1990","O","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",73.9,.36,59483,"",53.5,.37,43172,"",241.6,.37,195954,"",170.6,.38,141897,"",218.7,.38,184709,"",226,.38,190731,"",142.2,.38,120233,"",244.6,.38,207593,"",242.4,.39,208530,"",126.4,.42,116235,"",119,.42,110185,"",104.9,.42,96047,"",1963.8,,1674769,""
"1990","O","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",0,.23,14,"",0,.22,13,"",0,.22,15,"",0,.27,4,"",0,.27,4,"",0,.29,3,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,53,""
"1990","O","GRND","ROCK","THORNYHEADS (MIXED)","THDS",39.3,.37,32018,"",42,.37,33835,"",45.9,.37,37316,"",23.6,.38,19801,"",19.7,.38,16578,"",17.6,.39,14908,"",20.5,.38,17410,"",40.7,.39,34736,"",31,.4,27058,"",12,.42,11038,"",41.2,.42,38139,"",7.7,.42,7151,"",341.2,,289988,""
"1990","O","GRND","ROCK","TIGER ROCKFISH","TIGR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,.28,5,"",0,.27,6,"",0,.26,7,"",0,.25,3,"",0,.28,5,"",0,.31,4,"",0,,30,""
"1990","O","GRND","ROCK","UNSP. ROCKFISH","URCK",4.8,.49,5190,"",19.4,.47,19964,"",51,.47,52501,"",74.1,.45,72721,"",57.9,.39,49990,"",57.1,.39,49588,"",44,.43,42105,"",84.1,.44,82055,"",154.2,.46,155125,"",34,.47,35511,"",11.5,.53,13339,"",6.9,.49,7340,"",599,,585429,""
"1990","O","GRND","ROCK","WIDOW ROCKFISH","WDOW",463.3,.26,260712,"",556.6,.26,313137,"",828.4,.26,466233,"",247,.26,139426,"",251.1,.25,139473,"",231.6,.25,130060,"",495.5,.26,279387,"",535.9,.25,301077,"",674.4,.25,377970,"",549.2,.27,328043,"",513.2,.27,308510,"",198,.27,119643,"",5544.2,,3163671,""
"1990","O","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",22.9,.25,12729,"",.1,.26,74,"",14.3,.25,7904,"",9.3,.25,5191,"",1.6,.26,911,"",16.9,.26,9697,"",2.6,.51,2896,"",18.8,.25,10378,"",17.7,.25,9851,"",1.6,.28,961,"",.7,.34,515,"",4,.32,2772,"",110.5,,63879,""
"1990","O","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",6.8,.26,3886,"",5.7,.26,3306,"",12.7,.26,7406,"",1.3,.27,772,"",2.1,.27,1242,"",2.1,.27,1232,"",1.9,.27,1130,"",2.6,.27,1529,"",7.7,.27,4583,"",7.3,.29,4619,"",7.5,.29,4764,"",3.5,.29,2266,"",61.2,,36735,""
"1990","O","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",32.1,.26,18279,"",58.9,.26,33788,"",62,.26,35969,"",7.7,.26,4362,"",28.5,.27,16794,"",17.6,.27,10403,"",13.9,.26,8050,"",14.9,.27,8760,"",37.2,.27,22002,"",25.7,.29,16269,"",19.7,.29,12456,"",19,.29,12143,"",337.2,,199275,""
"1990","O","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",1.7,.26,975,"",4.8,.27,2801,"",10.2,.27,6005,"",7.8,.27,4637,"",3.9,.27,2292,"",24.4,.27,14547,"",4.9,.28,3066,"",10,.28,6141,"",7.4,.34,5528,"",4.7,.3,3120,"",.4,.29,259,"",2.1,.29,1327,"",82.3,,50698,""
"1990","O","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",136.4,.27,80011,"",132.6,.27,77890,"",277.6,.27,163177,"",196.5,.27,116528,"",264.3,.27,156411,"",216.4,.27,127806,"",231,.27,136298,"",144.6,.27,85176,"",169.6,.27,100756,"",134,.29,84950,"",76.9,.34,58372,"",45.1,.29,28932,"",2025,,1216307,""
"1990","O","GRND","ROND","CABEZON","CBZN",.1,.51,79,"",1,.46,1065,"",1,.38,805,"",1.3,.4,1106,"",.4,.47,405,"",.2,.43,235,"",.4,.39,379,"",.3,.26,185,"",.2,.43,159,"",,,,"*",,,,"*",,,,"*",4.9,,4418,"*"
"1990","O","GRND","ROND","NOM. KELP GREENLING","KGL1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","O","GRND","ROND","LINGCOD","LCOD",53.9,.32,37859,"",43.8,.34,33200,"",52.3,.38,43683,"",43.4,.46,43592,"",43.4,.34,32760,"",75.4,.33,55113,"",93.9,.32,66599,"",152.8,.33,111248,"",180.9,.33,131139,"",54.7,.32,38496,"",28.3,.36,22427,"",51.4,.31,35502,"",874.2,,651618,""
"1990","O","GRND","ROND","PACIFIC COD","PCOD",6.9,.26,3902,"",2.2,.25,1205,"",10.6,.26,6030,"",15.4,.26,8734,"",22.7,.26,12754,"",40.1,.26,22685,"",42.8,.25,23929,"",53.1,.25,29784,"",26.7,.26,15123,"",6.9,.27,4090,"",1.5,.27,871,"",2.7,.28,1656,"",231.6,,130763,""
"1990","O","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","O","GRND","ROND","PACIFIC WHITING","PWHT",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",22.4,.07,3420,"",226.7,.05,24365,"",,,,"*",,,,"*",401.8,.04,33257,"",,,,"*",650.9,,61042,"*"
"1990","O","GRND","ROND","SABLEFISH","SABL",159.4,.32,113634,"",160.2,.36,126904,"",385.2,.37,315454,"",431.3,.46,436350,"",542.9,.5,600948,"",609.2,.54,725460,"",281,.38,237513,"",360.2,.37,297709,"",306.3,.36,242202,"",167.1,.47,172243,"",144.8,.43,137671,"",119.5,.41,108761,"",3667.1,,3514849,""
"1990","O","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","O","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"1990","O","HMSP","TUNA","ALBACORE","ALBC",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",420.9,.84,778934,"",458.2,.86,869325,"",49.8,.85,93581,"",,,,"*",,,,"*",928.9,,1741840,"*"
"1990","O","OTHR","....","EULACHON","EULC",.5,.8,854,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.5,,854,""
"1990","O","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","O","OTHR","....","MISC. FISH","MSC2",,,,"*",.5,.84,911,"",.2,1.08,589,"",,,,"*",,,,"*",,,,"*",.5,.99,1008,"",.6,.88,1170,"",.5,.94,994,"",,,,"*",,,,"*",,,,"",2.3,,4672,"*"
"1990","O","OTHR","....","UNSP. OCTOPUS","OCTP",.6,.44,632,"",.3,.48,324,"",.5,.47,510,"",.4,.53,523,"",.3,.76,490,"",.8,.74,1356,"",.5,.66,757,"",.6,.66,872,"",.5,.72,804,"",0,.78,85,"",.1,.81,95,"",3,.79,5190,"",7.6,,11638,""
"1990","O","OTHR","....","OTHER SHARK","OSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1990","O","OTHR","....","PACIFIC HALIBUT","PHLB",0,2.18,190,"",,,,"*",.1,2.26,337,"",,,,"",,,,"*",,,,"*",27.4,2.29,138706,"",1.9,2.52,10291,"",.7,2.59,3812,"",,,,"*",,,,"*",,,,"*",30.1,,153336,"*"
"1990","O","OTHR","....","PACIFIC HERRING","PHRG",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","O","OTHR","....","UNSP. SCULPIN","SCLP",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","O","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"",,,,"",85.1,.2,37218,"",140.6,.18,55929,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",225.7,,93147,""
"1990","O","OTHR","....","UNSP. SMELT","SMLT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","O","OTHR","....","UNSP. HAGFISH","UHAG",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",4.6,.32,3220,"",22,.29,13880,"",,,,"*",26.6,,17100,"*"
